smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,toxicity_score
CC(=O)OC1CC(C)C(O)(CCc2ccoc2)C23CCCC(C)(C(=O)OC2)C13,-4.668,3.595,2.864,0.988,0.001,0.012,0.471,0.886,-4.987,2.468809179845266e-05,0.598,93.77649688720703%,1.623,6.697790145874023%,0.024,0.122,0.195,0.636,0.32,0.129,0.106,0.21,0.781,0.483,11.291,0.152,0.029,0.28,0.186,0.033,0.973,0.377,0.034,0.9,0.003,0.024,0.77,1.002,3.12,3.799,4.82,0.714,0.495,0.019,0.854,0.508,0.164,0.642,0.361,0.401,0.308,0.593,0.882,390.2,397.038,0.983,6,1,85.97,5,4,8,6,0,22,0.227,6,0,0,0,0,0,3,1,0,0.794,5.389,0.727,96.632,3.196,1,0,0,0,Accepted,Accepted,Accepted,Accepted,6
CC1C(=O)C(O)C2C(C)(C)CCCC2(C)C1(O)CCc1cc(O)oc1O,-2.62,1.424,2.746,0.001,0.187,0.033,0.02,0.002,-5.19,1.6664973372826353e-05,0.496,93.55249786376953%,3.222,9.997005462646484%,0.011,0.348,0.013,0.119,0.082,0.867,0.011,0.296,0.022,0.082,14.968,0.568,0.006,0.215,0.552,0.028,0.937,0.049,0.072,0.093,0.003,0.072,0.87,0.421,3.214,3.341,4.904,0.018,0.007,0.036,0.808,0.105,0.009,0.024,0.354,0.01,0.027,0.912,0.027,366.2,373.639,0.98,6,4,111.13,3,3,10,6,0,17,0.176,5,2,0,0,0,2,3,1,0,0.655,4.94,0.75,87.857,2.381,0,0,0,0,Accepted,Accepted,Accepted,Accepted,4
CC1C(=O)C(=O)C2C(C)(C)CCCC2(C)C1CCc1cc(O)oc1O,-4.356,3.737,3.64,0.014,0.001,0.009,0.005,0.022,-5.045,2.23939678107854e-05,0.036,97.37562561035156%,0.698,2.3695881366729736%,0.065,0.672,0.083,0.215,0.563,0.913,0.071,0.538,0.052,0.167,10.088,0.349,0.003,0.163,0.256,0.013,0.394,0.436,0.129,0.073,0.003,0.214,0.953,0.726,4.973,5.475,5.837,0.006,0.005,0.018,0.688,0.241,0.118,0.112,0.68,0.006,0.224,0.899,0.14,348.19,362.212,0.961,5,2,87.74,3,3,10,5,0,18,0.167,4,2,0,0,0,3,0,1,0,0.81,4.742,0.7,79.824,1.413,0,0,0,1,Accepted,Accepted,Accepted,Accepted,3
COc1cc(CCC2(O)C(C)C(=O)C(O)C3C(C)(C)CCCC32C)c(O)o1,-3.19,1.682,3.216,0.002,0.029,0.031,0.008,0.015,-4.85,1.8937796994578093e-05,0.748,93.16096496582031%,3.1,9.616630554199219%,0.016,0.715,0.018,0.744,0.118,0.834,0.008,0.641,0.038,0.162,12.279,0.239,0.007,0.319,0.613,0.024,0.905,0.103,0.078,0.075,0.003,0.031,0.449,0.499,3.204,3.471,5.123,0.051,0.012,0.015,0.893,0.095,0.01,0.066,0.241,0.027,0.014,0.808,0.069,380.22,390.935,0.973,6,3,100.13,4,3,10,6,0,17,0.235,5,1,0,0,0,1,3,1,0,0.742,4.921,0.762,87.162,2.441,0,0,0,0,Accepted,Accepted,Accepted,Accepted,3
COC1CC2(CCC3(O2)C(C)C(=O)C(O)C2C(C)(C)CCCC23C)CO1,-2.752,1.925,3.011,0.008,0.024,0.009,0.012,0.023,-4.825,3.145931987091899e-05,0.432,88.72161102294922%,1.759,17.012765884399414%,0.004,0.977,0.017,0.924,0.062,0.059,0.004,0.214,0.177,0.5,15.454,0.179,0.021,0.266,0.568,0.7,0.975,0.112,0.214,0.084,0.003,0.016,0.512,1.239,3.112,2.722,5.406,0.0,0.057,0.003,0.919,0.045,0.005,0.386,0.029,0.011,0.079,0.631,0.706,366.24,378.861,0.967,5,1,64.99,1,4,10,5,0,22,0.045,7,2,0,0,0,2,3,0,0,0.773,5.728,0.952,108.22,3.397,0,0,0,0,Accepted,Rejected,Accepted,Accepted,4
COC1CC2(CCC3(O2)C(C)C(=O)C(O)C2C(C)(C)CCCC23C)CO1,-2.752,1.925,3.011,0.008,0.024,0.009,0.012,0.023,-4.825,3.145931987091899e-05,0.432,88.72161102294922%,1.759,17.012765884399414%,0.004,0.977,0.017,0.924,0.062,0.059,0.004,0.214,0.177,0.5,15.454,0.179,0.021,0.266,0.568,0.7,0.975,0.112,0.214,0.084,0.003,0.016,0.512,1.239,3.112,2.722,5.406,0.0,0.057,0.003,0.919,0.045,0.005,0.386,0.029,0.011,0.079,0.631,0.706,366.24,378.861,0.967,5,1,64.99,1,4,10,5,0,22,0.045,7,2,0,0,0,2,3,0,0,0.773,5.728,0.952,108.22,3.397,0,0,0,0,Accepted,Rejected,Accepted,Accepted,4
COC1CC2(CCC3(O2)C(C)C(=O)C(O)C2C(C)(C)CCCC23C)CO1,-2.752,1.925,3.011,0.008,0.024,0.009,0.012,0.023,-4.825,3.145931987091899e-05,0.432,88.72161102294922%,1.759,17.012765884399414%,0.004,0.977,0.017,0.924,0.062,0.059,0.004,0.214,0.177,0.5,15.454,0.179,0.021,0.266,0.568,0.7,0.975,0.112,0.214,0.084,0.003,0.016,0.512,1.239,3.112,2.722,5.406,0.0,0.057,0.003,0.919,0.045,0.005,0.386,0.029,0.011,0.079,0.631,0.706,366.24,378.861,0.967,5,1,64.99,1,4,10,5,0,22,0.045,7,2,0,0,0,2,3,0,0,0.773,5.728,0.952,108.22,3.397,0,0,0,0,Accepted,Rejected,Accepted,Accepted,4
COC1CC2(CCC3(O2)C(C)C(=O)C(O)C2C(C)(C)CCCC23C)CO1,-2.752,1.925,3.011,0.008,0.024,0.009,0.012,0.023,-4.825,3.145931987091899e-05,0.432,88.72161102294922%,1.759,17.012765884399414%,0.004,0.977,0.017,0.924,0.062,0.059,0.004,0.214,0.177,0.5,15.454,0.179,0.021,0.266,0.568,0.7,0.975,0.112,0.214,0.084,0.003,0.016,0.512,1.239,3.112,2.722,5.406,0.0,0.057,0.003,0.919,0.045,0.005,0.386,0.029,0.011,0.079,0.631,0.706,366.24,378.861,0.967,5,1,64.99,1,4,10,5,0,22,0.045,7,2,0,0,0,2,3,0,0,0.773,5.728,0.952,108.22,3.397,0,0,0,0,Accepted,Rejected,Accepted,Accepted,4
CC(=O)OC1CCC2(C)C(C(=O)C(O)C(C)C23CCC2(C=COC2)O3)C1(C)C,-2.655,1.297,2.609,0.011,0.105,0.026,0.01,0.271,-4.886,2.2263076971285045e-05,0.792,64.82601165771484%,1.783,45.12479782104492%,0.004,0.181,0.028,0.815,0.065,0.071,0.005,0.151,0.557,0.605,7.36,0.294,0.065,0.226,0.46,0.014,0.959,0.9,0.046,0.597,0.003,0.01,0.911,1.385,4.065,5.737,6.556,0.01,0.264,0.02,0.164,0.063,0.164,0.766,0.029,0.149,0.264,0.757,0.95,392.22,399.674,0.981,6,1,82.06,2,4,10,6,0,23,0.087,7,2,0,0,0,1,3,0,2,0.691,5.946,0.818,109.5,3.341,0,0,0,0,Accepted,Accepted,Accepted,Accepted,6
CC(=O)OC1CCC2(C)C(C(=O)C(O)C(C)C23CCC2(C=COC2)O3)C1(C)C,-2.655,1.297,2.609,0.011,0.105,0.026,0.01,0.271,-4.886,2.2263076971285045e-05,0.792,64.82601165771484%,1.783,45.12479782104492%,0.004,0.181,0.028,0.815,0.065,0.071,0.005,0.151,0.557,0.605,7.36,0.294,0.065,0.226,0.46,0.014,0.959,0.9,0.046,0.597,0.003,0.01,0.911,1.385,4.065,5.737,6.556,0.01,0.264,0.02,0.164,0.063,0.164,0.766,0.029,0.149,0.264,0.757,0.95,392.22,399.674,0.981,6,1,82.06,2,4,10,6,0,23,0.087,7,2,0,0,0,1,3,0,2,0.691,5.946,0.818,109.5,3.341,0,0,0,0,Accepted,Accepted,Accepted,Accepted,6
CC(=O)OC1CCC2(C)C(C(=O)C(O)C(C)C23CCC2(C=COC2)O3)C1(C)C,-2.655,1.297,2.609,0.011,0.105,0.026,0.01,0.271,-4.886,2.2263076971285045e-05,0.792,64.82601165771484%,1.783,45.12479782104492%,0.004,0.181,0.028,0.815,0.065,0.071,0.005,0.151,0.557,0.605,7.36,0.294,0.065,0.226,0.46,0.014,0.959,0.9,0.046,0.597,0.003,0.01,0.911,1.385,4.065,5.737,6.556,0.01,0.264,0.02,0.164,0.063,0.164,0.766,0.029,0.149,0.264,0.757,0.95,392.22,399.674,0.981,6,1,82.06,2,4,10,6,0,23,0.087,7,2,0,0,0,1,3,0,2,0.691,5.946,0.818,109.5,3.341,0,0,0,0,Accepted,Accepted,Accepted,Accepted,6
CC(=O)OC1CCC2(C)C(C(=O)C(O)C(C)C2(O)CCc2ccoc2)C1(C)C,-2.993,1.431,2.602,0.011,0.077,0.023,0.005,0.017,-4.722,3.475547782727517e-05,0.638,90.35540008544922%,1.416,17.214923858642578%,0.013,0.071,0.023,0.373,0.242,0.32,0.008,0.416,0.065,0.25,7.001,0.273,0.036,0.421,0.492,0.025,0.961,0.527,0.049,0.1,0.003,0.01,0.969,0.831,3.807,5.557,6.939,0.557,0.091,0.018,0.052,0.151,0.015,0.343,0.031,0.013,0.02,0.682,0.036,392.22,405.594,0.967,6,2,96.97,5,3,10,6,0,18,0.278,6,1,0,0,0,1,3,1,0,0.765,4.598,0.727,86.842,2.779,0,0,0,0,Accepted,Accepted,Accepted,Accepted,3
C=C1CCC2C(C)(CO)CCCC2(C)C1CCc1ccoc1O,-4.368,3.846,4.029,0.003,0.0,0.005,0.021,0.004,-4.905,1.636472370591946e-05,0.458,95.92570495605469%,1.529,2.5134940147399902%,0.153,0.39,0.052,0.344,0.316,0.221,0.052,0.854,0.279,0.221,14.924,0.248,0.008,0.143,0.032,0.017,0.474,0.58,0.106,0.119,0.003,0.073,0.928,2.061,4.696,6.021,5.562,0.065,0.013,0.001,0.333,0.13,0.015,0.046,0.266,0.008,0.34,0.717,0.024,318.22,347.268,0.916,3,2,53.6,4,3,10,3,0,17,0.235,4,0,0,0,0,0,2,1,0,0.792,4.358,0.7,70.588,2.507,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
CC1=Cc2cc(C)c(CCc3ccoc3O)c(C)c2CCC1,-5.068,4.03,5.277,0.725,0.033,0.004,0.87,0.965,-4.984,2.342689549550414e-05,0.296,99.2186508178711%,3.099,0.9198604822158813%,0.663,0.938,0.599,0.213,0.569,0.929,0.484,0.93,0.153,0.239,5.653,0.484,0.044,0.369,0.082,0.011,0.063,0.839,0.633,0.408,0.004,0.063,0.736,2.46,4.183,4.634,5.041,0.084,0.076,0.839,0.682,0.734,0.645,0.815,0.245,0.012,0.144,0.808,0.326,296.18,330.568,0.896,2,1,33.37,3,3,11,2,0,17,0.176,0,0,0,0,0,0,0,1,0,0.852,3.13,0.4,37.643,1.216,0,0,0,0,Accepted,Rejected,Rejected,Accepted,6
Oc1cc2c(o1)CCCC2,-1.911,2.405,2.297,0.001,0.215,0.007,0.16,0.758,-4.677,2.6384568627690896e-05,0.57,92.83436584472656%,2.331,14.030665397644043%,0.691,0.837,0.118,0.126,0.081,0.912,0.179,0.86,0.012,0.145,10.966,0.827,0.013,0.531,0.602,0.207,0.136,0.119,0.295,0.797,0.042,0.49,0.71,0.595,2.773,2.887,3.751,0.016,0.003,0.769,0.095,0.209,0.01,0.038,0.354,0.011,0.354,0.572,0.031,138.07,142.119,0.972,2,1,33.37,0,2,9,2,0,10,0.0,0,0,0,0,0,0,0,1,0,0.593,2.958,0.5,24.0,0.061,0,0,0,0,Accepted,Accepted,Accepted,Rejected,3
CC(C)=CCCC(C)=CCCC(C)=CCO,-4.091,3.98,5.979,0.67,0.005,0.004,0.989,0.995,-4.408,1.203443571284879e-05,0.387,89.06541442871094%,5.625,6.529044151306152%,0.849,0.147,0.189,0.158,0.186,0.89,0.024,0.081,0.113,0.188,14.237,0.33,0.016,0.95,0.033,0.002,0.006,0.024,0.956,0.526,0.159,0.975,0.012,1.571,2.376,4.343,5.762,0.017,0.003,0.016,0.019,0.057,0.07,0.004,0.075,0.004,0.581,0.368,0.005,222.2,268.877,0.826,1,1,20.23,7,0,0,1,0,3,2.333,0,0,0,0,0,1,0,0,1,0.633,2.812,0.6,0.0,2.191,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,-6.5,6.351,9.624,0.023,0.0,0.003,0.964,0.959,-4.776,7.074700988596305e-06,0.813,101.23560333251953%,6.837,1.9881244897842407%,0.068,0.209,0.185,0.932,0.123,0.959,0.033,0.178,0.212,0.129,8.28,0.022,0.01,0.175,0.031,0.028,0.066,0.02,0.951,0.024,0.004,0.381,0.285,2.548,5.486,5.816,6.369,0.036,0.003,0.114,0.694,0.237,0.35,0.04,0.646,0.001,0.087,0.807,0.057,430.38,502.698,0.856,2,1,29.46,12,2,10,2,0,11,1.091,3,0,0,0,0,2,0,1,0,0.359,3.78,0.793,56.077,1.5,1,1,0,0,Accepted,Rejected,Rejected,Rejected,2
CC1CC(O)C2(O)OC3CC4CCC5C(CCC6(C)C(c7coc(O)c7)CC(O)C56O)C4(C=O)CC3OC2O1,-3.787,2.542,1.843,0.045,0.132,0.887,0.812,0.661,-5.399,2.699660944927018e-05,0.998,71.06050872802734%,2.132,17.175275802612305%,0.001,0.603,0.005,0.287,0.007,0.149,0.005,0.189,0.341,0.155,5.487,0.058,0.23,0.251,0.028,0.213,0.981,0.914,0.496,0.806,0.003,0.007,0.958,0.827,4.495,5.627,5.622,0.052,0.878,0.002,0.909,0.565,0.474,0.963,0.624,0.26,0.734,0.972,0.961,548.26,530.238,1.034,10,5,159.05,2,7,25,10,0,36,0.056,14,1,0,1,0,4,3,2,0,0.273,5.978,0.828,172.358,3.04,1,1,0,0,Accepted,Accepted,Rejected,Rejected,11
CC(=O)C1(O)C(C)=C(C)C(=O)C12CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,-5.9,6.497,7.638,0.896,0.001,0.006,0.938,0.884,-4.774,1.1627043022599535e-05,0.788,99.19631958007812%,1.372,2.842918634414673%,0.108,0.743,0.59,0.973,0.702,0.062,0.16,0.033,0.76,0.926,7.145,0.028,0.005,0.476,0.675,0.168,0.118,0.013,0.413,0.029,0.004,0.018,0.453,1.601,4.861,5.136,4.855,0.036,0.006,0.07,0.893,0.19,0.022,0.011,0.097,0.008,0.617,0.792,0.355,462.37,520.279,0.889,4,1,63.6,13,2,5,4,0,12,1.083,5,2,0,0,0,4,5,2,1,0.321,5.035,0.862,70.074,1.534,1,1,0,0,Accepted,Rejected,Rejected,Rejected,2
C=C1C(=O)OC2CC(C)C(C(CC(C)=O)OC(C)=O)=CCC12,-2.444,1.555,1.583,0.0,0.001,0.389,0.633,0.892,-4.638,1.984875598282088e-05,0.969,69.6014633178711%,0.879,28.238428115844727%,0.047,0.094,0.052,0.397,0.097,0.411,0.037,0.324,0.466,0.323,7.706,0.306,0.002,0.224,0.751,0.022,0.588,0.199,0.154,0.877,0.044,0.186,0.97,0.687,4.558,5.721,4.898,0.328,0.703,0.011,0.019,0.063,0.693,0.939,0.792,0.068,0.856,0.74,0.856,306.15,316.244,0.968,5,0,69.67,5,2,10,5,0,15,0.333,4,1,0,0,0,6,5,2,1,0.453,4.445,0.588,35.556,2.717,2,2,0,0,Accepted,Accepted,Accepted,Accepted,8
CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,-4.037,3.75,4.327,0.003,0.001,0.005,0.22,0.583,-4.368,1.5672712834202684e-05,0.674,96.718505859375%,2.281,3.223517894744873%,0.228,0.541,0.15,0.928,0.343,0.52,0.009,0.232,0.124,0.58,14.246,0.118,0.026,0.315,0.206,0.015,0.16,0.041,0.057,0.058,0.004,0.061,0.169,2.159,2.924,3.398,4.648,0.002,0.003,0.003,0.004,0.328,0.658,0.002,0.025,0.002,0.133,0.546,0.003,222.2,257.037,0.864,1,1,20.23,1,2,10,1,0,11,0.091,4,0,0,0,0,0,1,0,0,0.669,4.02,0.867,36.0,3.136,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,-4.037,3.75,4.327,0.003,0.001,0.005,0.22,0.583,-4.368,1.5672712834202684e-05,0.674,96.718505859375%,2.281,3.223517894744873%,0.228,0.541,0.15,0.928,0.343,0.52,0.009,0.232,0.124,0.58,14.246,0.118,0.026,0.315,0.206,0.015,0.16,0.041,0.057,0.058,0.004,0.061,0.169,2.159,2.924,3.398,4.648,0.002,0.003,0.003,0.004,0.328,0.658,0.002,0.025,0.002,0.133,0.546,0.003,222.2,257.037,0.864,1,1,20.23,1,2,10,1,0,11,0.091,4,0,0,0,0,0,1,0,0,0.669,4.02,0.867,36.0,3.136,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
C=C1C(=O)OC2CC(C)C(=CCC(C)=O)C=CC12,-2.36,1.121,1.021,0.063,0.0,0.296,0.131,0.019,-4.637,1.806448017305229e-05,0.464,87.83014678955078%,0.803,8.753242492675781%,0.104,0.118,0.167,0.733,0.154,0.213,0.01,0.364,0.595,0.414,15.13,0.688,0.027,0.81,0.131,0.027,0.785,0.926,0.934,0.833,0.013,0.425,0.953,0.613,4.147,4.901,4.367,0.49,0.87,0.343,0.558,0.062,0.631,0.912,0.95,0.216,0.886,0.752,0.887,246.13,264.072,0.932,3,0,43.37,2,2,10,3,0,15,0.133,3,1,0,0,0,4,5,2,1,0.555,4.759,0.467,30.727,2.26,2,2,0,0,Accepted,Accepted,Accepted,Accepted,12
CC1=CC2C(=C(C)CCC2C(C)C)CC1,-5.42,4.529,5.51,0.707,0.0,0.004,0.927,0.456,-4.469,1.4591475519409867e-05,0.327,97.30335235595703%,6.869,2.336651563644409%,0.321,0.591,0.374,0.916,0.554,0.785,0.018,0.19,0.355,0.497,7.421,0.051,0.011,0.172,0.741,0.018,0.062,0.034,0.037,0.229,0.006,0.203,0.021,3.174,3.562,5.018,5.582,0.005,0.003,0.01,0.003,0.14,0.473,0.003,0.022,0.003,0.555,0.262,0.006,204.19,245.61,0.831,0,0,0.0,1,2,10,0,0,11,0.091,2,0,0,0,0,0,1,0,0,0.542,3.842,0.733,29.538,2.471,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
CC(C)C1CCC(C)C23CCC(C)(O)C2C13,-4.553,3.663,3.877,0.002,0.0,0.006,0.078,0.847,-4.545,3.681055022752844e-05,0.956,85.71736145019531%,1.127,11.952465057373047%,0.087,0.44,0.096,0.933,0.229,0.263,0.013,0.292,0.309,0.483,19.057,0.1,0.023,0.175,0.038,0.013,0.586,0.058,0.039,0.036,0.004,0.06,0.545,2.7,4.129,3.983,4.731,0.001,0.002,0.002,0.006,0.172,0.78,0.001,0.021,0.003,0.016,0.606,0.003,222.2,251.117,0.885,1,1,20.23,1,3,10,1,0,12,0.083,6,0,0,0,0,0,1,0,0,0.72,5.027,1.0,73.333,3.224,0,0,0,0,Accepted,Rejected,Accepted,Accepted,1
C=C(C)C1CCC2=CCCC(C)C2(C)C1,-5.553,4.483,5.176,0.169,0.0,0.003,0.681,0.068,-4.468,1.512372909928672e-05,0.822,92.38096618652344%,3.451,5.365511894226074%,0.368,0.768,0.191,0.945,0.165,0.711,0.089,0.916,0.459,0.315,9.834,0.065,0.011,0.358,0.045,0.008,0.023,0.508,0.076,0.85,0.04,0.604,0.907,2.934,3.2,3.619,5.765,0.24,0.005,0.002,0.083,0.085,0.636,0.007,0.108,0.008,0.084,0.37,0.025,204.19,245.61,0.831,0,0,0.0,1,2,10,0,0,12,0.083,3,0,0,0,0,0,1,0,0,0.542,4.011,0.733,34.0,2.834,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
CC(C)=C1CCC(C)C2=C(C1)C(C)CC2,-4.961,4.545,5.031,0.922,0.001,0.003,0.918,0.076,-4.581,1.7050351743819192e-05,0.377,97.76882934570312%,5.306,1.937103271484375%,0.499,0.46,0.225,0.815,0.516,0.767,0.03,0.622,0.356,0.423,12.312,0.097,0.017,0.055,0.729,0.011,0.024,0.049,0.079,0.583,0.024,0.724,0.313,2.781,4.424,5.757,4.762,0.103,0.005,0.008,0.005,0.575,0.715,0.013,0.026,0.003,0.36,0.039,0.014,204.19,245.61,0.831,0,0,0.0,0,2,10,0,0,12,0.0,2,0,0,0,0,0,1,0,0,0.494,4.241,0.733,30.462,1.795,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
C=C1CCC2C(C)CCC3C(C12)C3(C)C,-6.141,4.63,4.884,0.0,0.0,0.003,0.013,0.091,-4.604,1.705254180706106e-05,0.906,94.06571197509766%,1.794,4.028461933135986%,0.334,0.777,0.254,0.928,0.398,0.553,0.017,0.734,0.162,0.453,13.452,0.037,0.019,0.225,0.405,0.011,0.43,0.871,0.043,0.044,0.013,0.1,0.607,3.302,4.701,5.416,6.364,0.001,0.002,0.003,0.003,0.257,0.807,0.002,0.016,0.004,0.277,0.547,0.004,204.19,239.69,0.852,0,0,0.0,0,3,11,0,0,14,0.0,5,0,0,0,0,0,1,0,0,0.517,4.233,0.867,48.857,2.991,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
C=CC1(C)CCC(C(=C)C)CC1C(=C)C,-4.949,4.377,4.79,0.224,0.0,0.003,0.743,0.011,-4.485,1.8180802726419643e-05,0.216,85.36225128173828%,2.128,6.96405029296875%,0.202,0.764,0.268,0.936,0.199,0.701,0.104,0.914,0.797,0.379,6.199,0.063,0.027,0.123,0.013,0.007,0.022,0.718,0.052,0.146,0.748,0.968,0.39,3.165,3.963,4.793,6.652,0.016,0.003,0.003,0.015,0.091,0.618,0.005,0.045,0.006,0.29,0.421,0.008,204.19,251.53,0.812,0,0,0.0,3,1,6,0,0,9,0.333,3,0,0,0,0,0,1,1,0,0.582,4.188,0.6,25.0,2.864,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
C=C1CCC23C(C)CCC(C(C)C)C2C13,-5.567,4.398,4.547,0.0,0.0,0.003,0.032,0.425,-4.502,2.206094541179482e-05,0.964,83.63198852539062%,0.994,9.336407661437988%,0.309,0.57,0.135,0.942,0.349,0.298,0.02,0.507,0.209,0.401,15.308,0.049,0.018,0.157,0.211,0.021,0.605,0.324,0.027,0.061,0.012,0.239,0.538,3.338,4.724,5.249,6.016,0.001,0.002,0.005,0.004,0.062,0.707,0.002,0.016,0.004,0.245,0.31,0.008,204.19,239.69,0.852,0,0,0.0,1,3,10,0,0,13,0.077,5,0,0,0,0,0,1,0,0,0.559,4.985,0.867,65.571,3.077,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
CC1=CCC2C3C(C(C)C)CCC2(C)C13,-5.329,4.484,4.844,0.0,0.0,0.004,0.027,0.578,-4.357,1.4112930330156814e-05,0.664,97.25880432128906%,3.393,2.5790014266967773%,0.323,0.593,0.225,0.933,0.332,0.351,0.018,0.479,0.157,0.42,19.832,0.059,0.027,0.25,0.073,0.015,0.451,0.572,0.046,0.061,0.011,0.029,0.545,3.323,4.293,4.834,6.745,0.0,0.002,0.003,0.003,0.273,0.789,0.002,0.016,0.002,0.24,0.607,0.002,204.19,239.69,0.852,0,0,0.0,1,3,0,0,0,12,0.083,5,0,0,0,0,0,1,0,0,0.559,5.199,0.867,46.286,3.167,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
CC1=CCC2C3C(C(C)C)CCC2(C)C13,-5.329,4.484,4.844,0.0,0.0,0.004,0.027,0.578,-4.357,1.4112930330156814e-05,0.664,97.25880432128906%,3.393,2.5790014266967773%,0.323,0.593,0.225,0.933,0.332,0.351,0.018,0.479,0.157,0.42,19.832,0.059,0.027,0.25,0.073,0.015,0.451,0.572,0.046,0.061,0.011,0.029,0.545,3.323,4.293,4.834,6.745,0.0,0.002,0.003,0.003,0.273,0.789,0.002,0.016,0.002,0.24,0.607,0.002,204.19,239.69,0.852,0,0,0.0,1,3,0,0,0,12,0.083,5,0,0,0,0,0,1,0,0,0.559,5.199,0.867,46.286,3.167,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
CC1=CCC23C(C)CCC(C(C)C)C2C13,-5.714,4.461,4.891,0.0,0.001,0.004,0.516,0.809,-4.408,1.740203697409015e-05,0.844,96.37133026123047%,2.571,3.361909866333008%,0.318,0.505,0.215,0.941,0.408,0.34,0.027,0.308,0.315,0.459,18.693,0.052,0.034,0.198,0.145,0.014,0.538,0.232,0.039,0.061,0.036,0.283,0.31,3.377,4.542,5.148,6.564,0.001,0.002,0.007,0.003,0.074,0.728,0.001,0.014,0.005,0.209,0.473,0.007,204.19,239.69,0.852,0,0,0.0,1,3,10,0,0,12,0.083,5,0,0,0,0,0,1,0,0,0.559,4.948,0.867,64.286,3.131,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
C=C(C)C1CC=C(C)C(O)C1,-1.997,2.278,2.437,0.0,0.004,0.009,0.863,0.884,-4.328,1.8407410607323985e-05,0.962,54.92530822753906%,1.328,31.96843910217285%,0.136,0.418,0.031,0.778,0.016,0.793,0.006,0.834,0.019,0.272,12.624,0.378,0.027,0.668,0.021,0.007,0.024,0.327,0.116,0.764,0.114,0.962,0.667,1.634,2.584,3.133,6.113,0.149,0.003,0.01,0.005,0.18,0.095,0.005,0.026,0.007,0.064,0.026,0.005,152.12,176.477,0.862,1,1,20.23,1,1,6,1,0,7,0.143,2,0,0,0,0,0,1,0,0,0.571,3.772,0.6,17.5,2.969,0,0,0,0,Accepted,Accepted,Accepted,Rejected,1
CC1=CC(O)C2CC1C2(C)C,-2.399,2.534,2.505,0.0,0.06,0.011,0.019,0.032,-4.354,2.1747269784100357e-05,0.983,62.55698776245117%,1.166,33.80279541015625%,0.094,0.43,0.044,0.873,0.096,0.881,0.006,0.756,0.013,0.328,10.996,0.242,0.006,0.175,0.067,0.005,0.096,0.096,0.058,0.04,0.02,0.577,0.861,1.912,4.145,5.28,6.402,0.003,0.002,0.005,0.004,0.243,0.291,0.004,0.016,0.003,0.058,0.276,0.003,152.12,170.557,0.892,1,1,20.23,0,2,0,1,0,8,0.0,3,0,0,0,0,0,1,0,0,0.526,4.872,0.8,33.222,3.334,0,0,0,0,Accepted,Accepted,Accepted,Rejected,1
